gross,genres,month,year,imdb_score
21994911,Music,5,2000,7.7
21501098,Comedy,1,2013,7.4
21501098,Drama,1,2013,7.4
19281235,Comedy,10,1991,5.1
19281235,Drama,10,1991,5.1
19281235,Music,10,1991,5.1
19281235,Romance,10,1991,5.1
19421271,Animation,3,1999,5
19421271,Comedy,3,1999,5
19421271,Family,3,1999,5
20733485,Drama,9,1997,7.2
24809547,Comedy,1,2011,6.4
24809547,Drama,1,2011,6.4
19097994,Biography,2,2016,7.1
19097994,Drama,2,2016,7.1
19097994,Sport,2,2016,7.1
23031390,Comedy,4,1998,5.6
23031390,Drama,4,1998,5.6
16017403,Drama,5,2001,6.2
16017403,Drama,5,2001,6.2
16017403,Romance,5,2001,6.2
16017403,Romance,5,2001,6.2
16017403,Thriller,5,2001,6.2
16017403,Thriller,5,2001,6.2
21197315,Horror,8,2014,6.1
21197315,Mystery,8,2014,6.1
21197315,Thriller,8,2014,6.1
17382982,Drama,10,2014,5.2
17382982,Thriller,10,2014,5.2
14821531,Drama,9,1997,7.3
18656400,Drama,9,2014,7.5
14343976,Adventure,7,1989,4.5
14343976,Horror,7,1989,4.5
241437427,Comedy,2,2002,6.6
241437427,Family,2,2002,6.6
241437427,Romance,2,2002,6.6
14123773,Crime,9,2012,5.3
14123773,Drama,9,2012,5.3
15126948,Horror,9,1995,4.9
15126948,Thriller,9,1995,4.9
13622333,Adventure,6,2001,7.7
13622333,Comedy,6,2001,7.7
13622333,Drama,6,2001,7.7
13622333,Romance,6,2001,7.7
13464388,Comedy,3,2004,8
13464388,Horror,3,2004,8
13350177,Drama,10,2008,3.8
13350177,Horror,10,2008,3.8
13350177,Thriller,10,2008,3.8
13269963,Drama,3,1996,7.6
13269963,Mystery,3,1996,7.6
17768000,Horror,10,1988,5.9
17768000,Thriller,10,1988,5.9
12947763,Horror,3,1986,6.2
12947763,Mystery,3,1986,6.2
14100000,Comedy,3,1982,7.2
14100000,Drama,3,1982,7.2
12200000,Action,4,1983,6.3
12200000,Crime,4,1983,6.3
12200000,Drama,4,1983,6.3
12200000,Thriller,4,1983,6.3
12200000,Western,4,1983,6.3
17683670,Horror,9,2011,5.2
17683670,Mystery,9,2011,5.2
17683670,Sci-Fi,9,2011,5.2
17683670,Thriller,9,2011,5.2
12055108,Comedy,1,2008,6.9
12055108,Drama,1,2008,6.9
27285953,Action,8,2015,6.8
27285953,Thriller,8,2015,6.8
11675178,Comedy,1,2016,3.5
10572742,Drama,1,2009,6.1
10572742,Romance,1,2009,6.1
9658370,Comedy,3,2016,4.5
9658370,Romance,3,2016,4.5
9628751,Action,10,2000,5.9
9628751,Adventure,10,2000,5.9
9628751,Animation,10,2000,5.9
9628751,Family,10,2000,5.9
9628751,Sci-Fi,10,2000,5.9
8786715,Comedy,1,2004,6.9
8786715,Drama,1,2004,6.9
3432342,Comedy,5,2003,7.7
3432342,Crime,5,2003,7.7
3432342,Drama,5,2003,7.7
3432342,Mystery,5,2003,7.7
3432342,Romance,5,2003,7.7
6755271,Horror,4,2001,5.3
6755271,Thriller,4,2001,5.3
6157157,Comedy,7,1989,7
6157157,Drama,7,1989,7
6088249,Comedy,1,2006,7
5480318,Comedy,5,1998,6.6
5480318,Drama,5,1998,6.6
5308707,Comedy,7,2001,6.4
5308707,Crime,7,2001,6.4
5308707,Drama,7,2001,6.4
5308707,Thriller,7,2001,6.4
5009677,Drama,1,2009,7.9
5009677,Mystery,1,2009,7.9
5009677,Sci-Fi,1,2009,7.9
4328294,Comedy,5,2006,5.4
4074023,Documentary,5,2010,6.9
4306697,Drama,5,1997,7.7
3950029,Drama,5,2010,7.2
4040588,Comedy,1,2008,6.8
4040588,Drama,1,2008,6.8
3049135,Biography,7,1994,7.4
3049135,Crime,7,1994,7.4
3049135,Drama,7,1994,7.4
3049135,Romance,7,1994,7.4
3049135,Thriller,7,1994,7.4
4700361,Drama,9,2015,4.6
2711210,Comedy,9,2010,6.4
2711210,Drama,9,2010,6.4
1980338,Comedy,1,1998,7
1980338,Crime,1,1998,7
1980338,Drama,1,1998,7
1980338,Mystery,1,1998,7
1980338,Thriller,1,1998,7
1082044,Drama,1,2004,7.7
1082044,Thriller,1,2004,7.7
1100000,Crime,2,1992,6.8
1100000,Drama,2,1992,6.8
2445646,Biography,9,2014,7
2445646,Crime,9,2014,7
2445646,Drama,9,2014,7
2445646,Mystery,9,2014,7
2445646,Thriller,9,2014,7
2221809,Drama,9,2010,7
296665,Biography,1,2003,6.3
296665,Crime,1,2003,6.3
296665,Drama,1,2003,6.3
296665,Thriller,1,2003,6.3
3219029,Crime,5,2015,7.1
3219029,Horror,5,2015,7.1
3219029,Music,5,2015,7.1
3219029,Thriller,5,2015,7.1
830210,Drama,9,2014,4.4
830210,Mystery,9,2014,4.4
830210,Sci-Fi,9,2014,4.4
1040879,Comedy,NA,1996,7.1
1040879,Crime,NA,1996,7.1
1040879,Drama,NA,1996,7.1
326308,Crime,9,1996,6.1
326308,Drama,9,1996,6.1
326308,Thriller,9,1996,6.1
240425,Biography,7,2007,7.4
240425,Drama,7,2007,7.4
240425,History,7,2007,7.4
228830,Crime,2,2008,7.5
228830,Documentary,2,2008,7.5
228830,War,2,2008,7.5
223615,Comedy,1,2010,7.6
223615,Horror,1,2010,7.6
124720,Drama,9,2008,7.3
124720,Romance,9,2008,7.3
99147,Drama,9,1998,6.2
65069140,Horror,8,2015,6.2
65069140,Thriller,8,2015,6.2
65087,Crime,8,2007,6.2
65087,Thriller,8,2007,6.2
65087,War,8,2007,6.2
16066,Mystery,10,2004,3.3
16066,Romance,10,2004,3.3
16066,Thriller,10,2004,3.3
37440,Comedy,1,2014,7.5
37440,Drama,1,2014,7.5
37440,Music,1,2014,7.5
617228,Comedy,12,2006,7.4
617228,Drama,12,2006,7.4
617228,Romance,12,2006,7.4
617228,War,12,2006,7.4
274385,Comedy,9,2009,7.3
274385,Drama,9,2009,7.3
24475416,Drama,8,1996,8
47277326,Horror,9,2005,5.9
1247453,Comedy,7,2005,6.8
1247453,Drama,7,2005,6.8
1729969,Drama,1,2011,7.4
1729969,Thriller,1,2011,7.4
1705139,Fantasy,4,1988,6.7
1705139,Horror,4,1988,6.7
1705139,Mystery,4,1988,6.7
1705139,Thriller,4,1988,6.7
238774,Comedy,2,2006,6.8
238774,Drama,2,2006,6.8
8025872,Comedy,8,1986,5.5
8025872,Horror,8,1986,5.5
778565,Crime,5,2013,5.7
778565,Drama,5,2013,5.7
1340891,Drama,5,2004,7.8
1340891,Romance,5,2004,7.8
513836,Comedy,5,2010,7.2
513836,Drama,5,2010,7.2
513836,Romance,5,2010,7.2
434417,Drama,5,2007,5.9
728,Crime,5,1980,7.3
728,Crime,9,2006,7.3
728,Drama,5,1980,7.3
728,Drama,9,2006,7.3
81200000,Comedy,3,1984,6.7
52700832,Comedy,1,1994,7.1
52700832,Drama,1,1994,7.1
52700832,Romance,1,1994,7.1
13060843,Drama,12,2002,7.7
3798532,Crime,8,1996,7.4
3798532,Drama,8,1996,7.4
3798532,Romance,8,1996,7.4
3798532,Thriller,8,1996,7.4
3609278,Drama,5,2000,8.4
1687311,Drama,8,1998,7.2
1687311,Musical,8,1998,7.2
10429707,Comedy,4,2014,5.4
727883,Drama,1,2001,8.1
727883,Sci-Fi,1,2001,8.1
727883,Thriller,1,2001,8.1
1391770,Adventure,3,2011,6
1391770,Comedy,3,2011,6
1391770,Western,3,2011,6
713413,Crime,4,1997,7.8
713413,Drama,4,1997,7.8
713413,Mystery,4,1997,7.8
410241,Comedy,6,2002,6.8
410241,Crime,6,2002,6.8
410241,Drama,6,2002,6.8
278821,Comedy,9,2009,6.5
278821,Drama,9,2009,6.5
211667,Crime,7,2005,7.7
211667,Drama,7,2005,7.7
706622,Biography,6,2010,6.4
706622,Drama,6,2010,6.4
706622,Music,6,2010,6.4
706622,Romance,6,2010,6.4
92191,Comedy,12,2001,6.5
92191,Drama,12,2001,6.5
92191,Sport,12,2001,6.5
49413,Action,9,2006,7.3
49413,Crime,9,2006,7.3
49413,Thriller,9,2006,7.3
199652,Action,4,2011,6.6
199652,Adventure,4,2011,6.6
199652,Western,4,2011,6.6
181655,Crime,8,2002,7.9
181655,Drama,8,2002,7.9
108229,Drama,11,2009,5.9
108229,Horror,11,2009,5.9
108229,Mystery,11,2009,5.9
108229,Thriller,11,2009,5.9
112000000,Drama,11,1975,8.7
8691,Action,9,2014,5.8
8691,Adventure,9,2014,5.8
26345,Action,8,2012,6.1
26345,Crime,8,2012,6.1
26345,Drama,8,2012,6.1
6940281,Crime,9,2000,7.3
6940281,Thriller,9,2000,7.3
188870,Action,1,2010,6.7
188870,Crime,1,2010,6.7
188870,Drama,1,2010,6.7
188870,Thriller,1,2010,6.7
20772796,Drama,9,2002,7.6
20772796,Family,9,2002,7.6
199228,Comedy,12,2009,7.2
199228,Drama,12,2009,7.2
34964818,Adventure,9,2015,5.8
34964818,Adventure,9,2015,5.8
34964818,Adventure,9,2015,5.8
34964818,Family,9,2015,5.8
34964818,Family,9,2015,5.8
34964818,Family,9,2015,5.8
34964818,Fantasy,9,2015,5.8
34964818,Fantasy,9,2015,5.8
34964818,Fantasy,9,2015,5.8
2542264,Comedy,5,1997,7.1
2542264,Drama,5,1997,7.1
1487477,Fantasy,6,2004,6.5
1487477,Thriller,6,2004,6.5
62549000,Crime,9,1992,7.3
62549000,Drama,9,1992,7.3
62549000,Romance,9,1992,7.3
62549000,Thriller,9,1992,7.3
105500000,Comedy,11,1981,6.2
101055,Horror,9,2009,5
44566004,Drama,8,2003,7.8
39200000,Comedy,3,1977,8.1
39200000,Romance,3,1977,8.1
36000000,Drama,1,1952,6.7
36000000,Family,1,1952,6.7
36000000,Romance,1,1952,6.7
65007045,Action,12,2014,6.1
65007045,Action,12,2014,6.1
65007045,Adventure,12,2014,6.1
65007045,Adventure,12,2014,6.1
65007045,Drama,12,2014,6.1
65007045,Drama,12,2014,6.1
31252964,Drama,11,2001,7.1
31252964,Romance,11,2001,7.1
131175,Drama,4,2015,5.6
131175,Horror,4,2015,5.6
31968347,Drama,9,1995,7.6
31968347,Romance,9,1995,7.6
35385560,Mystery,1,2015,4.6
35385560,Thriller,1,2015,4.6
20803237,Comedy,1,2010,7.1
20803237,Drama,1,2010,7.1
13008928,Horror,11,1988,7.3
13008928,Sci-Fi,11,1988,7.3
13008928,Thriller,11,1988,7.3
10941801,Comedy,4,2004,5.4
10941801,Documentary,4,2004,5.4
10941801,Drama,4,2004,5.4
10941801,Fantasy,4,2004,5.4
10941801,Mystery,4,2004,5.4
10941801,Sci-Fi,4,2004,5.4
15152879,Drama,2,2013,4
15152879,Horror,2,2013,4
15152879,Thriller,2,2013,4
25359200,Drama,1,2014,8
10515579,Comedy,7,2006,6.7
10515579,Crime,7,2006,6.7
10515579,Mystery,7,2006,6.7
180011740,Action,7,2001,5.7
180011740,Action,7,2001,5.7
180011740,Adventure,7,2001,5.7
180011740,Adventure,7,2001,5.7
180011740,Sci-Fi,7,2001,5.7
180011740,Sci-Fi,7,2001,5.7
180011740,Thriller,7,2001,5.7
180011740,Thriller,7,2001,5.7
10097096,Comedy,11,2001,4.6
9821335,Comedy,3,2000,4
8243880,Crime,1,2003,7
8243880,Drama,1,2003,7
8243880,Fantasy,1,2003,7
8243880,Romance,1,2003,7
7825820,Crime,1,2006,5.9
7825820,Mystery,1,2006,5.9
7825820,Thriller,1,2006,5.9
7557877,Comedy,2,1995,4.6
7557877,Crime,2,1995,4.6
14637490,Horror,10,2010,4.8
14637490,Horror,10,2010,4.8
14637490,Mystery,10,2010,4.8
14637490,Mystery,10,2010,4.8
14637490,Thriller,10,2010,4.8
14637490,Thriller,10,2010,4.8
7159147,Drama,5,2007,7.5
7159147,Mystery,5,2007,7.5
7159147,Thriller,5,2007,7.5
17314483,Comedy,4,2014,4.7
17314483,Fantasy,4,2014,4.7
6525762,Comedy,10,2002,6.7
6525762,Drama,10,2002,6.7
6525762,Romance,10,2002,6.7
4613815,Comedy,11,2006,6
4613815,Crime,11,2006,6
4301331,Comedy,9,1995,6.7
4301331,Fantasy,9,1995,6.7
4046737,Comedy,1,2002,7.1
4046737,Drama,1,2002,7.1
4046737,Romance,1,2002,7.1
3713002,Documentary,4,2003,2.7
3468572,Drama,12,1988,7.3
2892582,Comedy,8,1996,7.6
2800000,Comedy,8,1999,5.8
2426851,Comedy,4,2007,6.5
2426851,Crime,4,2007,6.5
2426851,Romance,4,2007,6.5
2426851,Thriller,4,2007,6.5
1325073,Comedy,1,2005,6.6
1325073,Drama,1,2005,6.6
864959,Adventure,1,2005,6.9
864959,Fantasy,1,2005,6.9
2601847,Documentary,9,2011,8.5
2601847,Music,9,2011,8.5
800000,Adventure,3,1987,4.8
800000,Fantasy,3,1987,4.8
1429260,Drama,1,2011,6.6
1429260,Romance,1,2011,6.6
562059,Drama,6,2002,7
562059,Thriller,6,2002,7
399793,Drama,4,1999,5.4
371897,Drama,8,2013,6.9
302204,Comedy,8,1997,6.6
302204,Crime,8,1997,6.6
302204,Romance,8,1997,6.6
354704,Crime,12,1987,5.9
354704,Drama,12,1987,5.9
354704,Horror,12,1987,5.9
354704,Thriller,12,1987,5.9
265107,Comedy,1,2000,6.3
265107,Horror,1,2000,6.3
265107,Mystery,1,2000,6.3
185577,Comedy,10,1999,6.3
100412,Drama,10,2013,7.7
58214,Crime,9,2010,7
58214,Drama,9,2010,7
58214,Thriller,9,2010,7
75078,Comedy,12,2000,6.3
64359,Comedy,6,1998,5.9
64359,Romance,6,1998,5.9
317125,Drama,1,2013,6.2
317125,Romance,1,2013,6.2
146402,Comedy,9,2002,7.7
146402,Drama,9,2002,7.7
18469,Drama,9,2010,6.5
18469,Horror,9,2010,6.5
18469,Sci-Fi,9,2010,6.5
12836,Biography,6,1997,5.8
12836,Drama,6,1997,5.8
20262,Drama,2,2014,6.1
4063,Drama,9,2012,5.2
4063,Mystery,9,2012,5.2
4063,Romance,9,2012,5.2
4063,Thriller,9,2012,5.2
198655278,Drama,12,1939,8.2
198655278,History,12,1939,8.2
198655278,Romance,12,1939,8.2
198655278,War,12,1939,8.2
143653,Biography,7,2014,6
143653,Drama,7,2014,6
14873,Adventure,3,1965,6.8
14873,War,3,1965,6.8
14873,Western,3,1965,6.8
8000000,Biography,5,1950,7
8000000,Comedy,5,1950,7
8000000,Musical,5,1950,7
8000000,Romance,5,1950,7
8000000,Western,5,1950,7
304137,Comedy,1,2010,7.3
304137,Crime,1,2010,7.3
304137,Drama,1,2010,7.3
37606,Comedy,9,2009,6.8
37606,Crime,9,2009,6.8
37606,Drama,9,2009,6.8
2956000,Adventure,5,1948,7.1
2956000,Comedy,5,1948,7.1
2956000,Musical,5,1948,7.1
2956000,Romance,5,1948,7.1
19959,Drama,9,2009,6.9
2706659,Comedy,10,2006,6.9
2706659,Drama,10,2006,6.9
61094903,Action,2,2011,6.9
61094903,Action,2,2011,6.9
61094903,Mystery,2,2011,6.9
61094903,Mystery,2,2011,6.9
61094903,Thriller,2,2011,6.9
61094903,Thriller,2,2011,6.9
45857453,Comedy,8,1997,7.2
45857453,Comedy,8,1997,7.2
45857453,Drama,8,1997,7.2
45857453,Drama,8,1997,7.2
45857453,Music,8,1997,7.2
45857453,Music,8,1997,7.2
83400000,Comedy,7,1980,7.8
27900000,Comedy,4,1995,7.3
27900000,Drama,4,1995,7.3
27900000,Crime,5,1993,7.5
27900000,Drama,5,1993,7.5
27900000,Thriller,5,1993,7.5
14000000,Comedy,5,1987,6
14000000,Fantasy,5,1987,6
14000000,Horror,5,1987,6
14000000,Thriller,5,1987,6
25138292,Horror,1,2015,6.8
25138292,Mystery,1,2015,6.8
10305534,Comedy,5,1998,3.9
9449219,Comedy,8,1996,6.1
9449219,Drama,8,1996,6.1
9449219,Romance,8,1996,6.1
6390032,Biography,1,1998,7.5
6390032,Drama,1,1998,7.5
20167424,Drama,8,2009,8.2
20167424,Mystery,8,2009,8.2
20167424,Thriller,8,2009,8.2
5923044,Comedy,3,1987,7.8
5923044,Fantasy,3,1987,7.8
5923044,Horror,3,1987,7.8
5923044,Thriller,3,1987,7.8
3293258,Action,6,2001,5.2
3293258,Adventure,6,2001,5.2
3293258,Comedy,6,2001,5.2
3293258,Musical,6,2001,5.2
886410,Drama,10,1998,6.8
886410,History,10,1998,6.8
252652,Comedy,10,2010,7
252652,Drama,10,2010,7
252652,Fantasy,10,2010,7
252652,Horror,10,2010,7
220234,Comedy,6,2006,6.5
220234,Romance,6,2006,6.5
34350553,Action,7,2012,5.7
34350553,Action,7,2012,5.7
34350553,Comedy,7,2012,5.7
34350553,Comedy,7,2012,5.7
34350553,Sci-Fi,7,2012,5.7
34350553,Sci-Fi,7,2012,5.7
101228,Comedy,9,2005,6.4
101228,Drama,9,2005,6.4
96793,Action,1,2004,5.3
96793,Comedy,1,2004,5.3
96793,Romance,1,2004,5.3
123777,Action,1,2016,4.7
123777,Biography,1,2016,4.7
123777,Crime,1,2016,4.7
123777,Drama,1,2016,4.7
123777,Family,1,2016,4.7
123777,Fantasy,1,2016,4.7
29233,Documentary,9,2015,7
77413017,Documentary,1,2005,7.6
5354039,Biography,1,2011,7.1
5354039,Drama,1,2011,7.1
5354039,Thriller,1,2011,7.1
2926565,Comedy,1,2008,6.5
2926565,Drama,1,2008,6.5
13092000,Drama,1,2014,8.5
13092000,Music,1,2014,8.5
7563397,Crime,NA,2002,8.7
7563397,Drama,NA,2002,8.7
104257,Comedy,6,1999,7.1
104257,Music,6,1999,7.1
17311,Crime,11,2006,6.7
17311,Drama,11,2006,6.7
17311,Mystery,11,2006,6.7
610968,Drama,5,2012,8.3
8108247,Drama,9,2006,7.4
8108247,Romance,9,2006,7.4
7680,Drama,10,1999,6.4
7680,Romance,10,1999,6.4
3766595,Drama,5,2008,7.5
2277396,Drama,1,2009,7.2
2277396,Romance,1,2009,7.2
6517198,Crime,1,2004,7.5
6517198,Drama,1,2004,7.5
5776314,Comedy,9,2010,7.2
5776314,Drama,9,2010,7.2
5776314,Romance,9,2010,7.2
141600000,Comedy,7,1978,7.6
51100000,Action,9,1964,7.8
51100000,Adventure,9,1964,7.8
51100000,Thriller,9,1964,7.8
16501785,Drama,NA,1996,8.2
38168022,Comedy,8,2000,6.6
38168022,Documentary,8,2000,6.6
84749884,Horror,10,2010,5.7
24788807,Comedy,9,1998,7.4
21244913,Crime,5,2002,8
21244913,Documentary,5,2002,8
21244913,Drama,5,2002,8
377420,Drama,5,2014,7.3
30000000,Fantasy,10,1985,5.4
30000000,Horror,10,1985,5.4
20966644,Drama,12,1985,7.4
20966644,Romance,12,1985,7.4
64423650,Horror,5,2013,5.7
64423650,Sci-Fi,5,2013,5.7
64423650,Thriller,5,2013,5.7
48056940,Horror,3,2012,6.8
48056940,Mystery,3,2012,6.8
19184015,Biography,8,2002,5.4
19184015,Comedy,8,2002,5.4
19184015,Documentary,8,2002,5.4
24629916,Comedy,8,1997,5.1
24629916,Drama,8,1997,5.1
24629916,Family,8,1997,5.1
24629916,Sport,8,1997,5.1
19472057,Horror,8,1986,5.9
19472057,Thriller,8,1986,5.9
27200000,Adventure,10,1957,8.2
27200000,Drama,10,1957,8.2
27200000,War,10,1957,8.2
15369573,Adventure,4,1990,5.3
15369573,Comedy,4,1990,5.3
15369573,Sci-Fi,4,1990,5.3
15935068,Fantasy,8,1993,4.3
15935068,Horror,8,1993,4.3
15935068,Thriller,8,1993,4.3
11694528,Comedy,9,2005,7.2
11694528,Documentary,9,2005,7.2
11694528,Music,9,2005,7.2
229094,Western,1,2015,6.9
10017041,Action,5,2009,5.9
10017041,Comedy,5,2009,5.9
10017041,Crime,5,2009,5.9
9016377,Comedy,5,1999,5.2
7059537,Comedy,4,2006,3
8114507,Drama,1,2013,7.9
8114507,Romance,1,2013,7.9
7888703,Comedy,11,1987,3.2
7888703,Fantasy,11,1987,3.2
7282851,Action,7,1988,6.5
7282851,Fantasy,7,1988,6.5
7282851,Horror,7,1988,6.5
7282851,Sci-Fi,7,1988,6.5
7282851,Thriller,7,1988,6.5
6879730,Drama,2,2004,6.9
5844929,Comedy,1,2002,7
5844929,Drama,1,2002,7
3222857,Drama,9,2005,7.8
3222857,Romance,9,2005,7.8
4170647,Comedy,5,1999,6.9
4170647,Drama,5,1999,6.9
4142507,Comedy,9,2000,4.4
4142507,Romance,9,2000,4.4
4109095,Crime,9,1996,6
4109095,Drama,9,1996,6
4109095,History,9,1996,6
4109095,Romance,9,1996,6
4033268,Comedy,1,2010,6.6
4033268,Drama,1,2010,6.6
3902679,Fantasy,5,1993,5.3
3902679,Horror,5,1993,5.3
3559990,Comedy,4,1997,5.3
3559990,Crime,4,1997,5.3
3287435,Drama,9,2001,7.1
3071947,Comedy,NA,1999,5.4
3071947,Crime,NA,1999,5.4
3071947,Thriller,NA,1999,5.4
2961991,Biography,8,1996,6.9
2961991,Drama,8,1996,6.9
4063238,Comedy,9,2012,7.4
4063238,Drama,9,2012,7.4
4063238,Romance,9,2012,7.4
2912363,Crime,8,2005,7.3
2912363,Drama,8,2005,7.3
3000000,Comedy,5,1998,7.8
3000000,Drama,5,1998,7.8
2223990,Comedy,1,2003,6.6
2223990,Documentary,1,2003,6.6
1821983,Comedy,9,2014,5.4
1821983,Drama,9,2014,5.4
1821983,Horror,9,2014,5.4
2181290,Drama,11,2003,8.4
2181290,Mystery,11,2003,8.4
2181290,Thriller,11,2003,8.4
2848578,Drama,4,2010,6.3
2848578,Family,4,2010,6.3
703002,Action,1,2011,6.1
703002,Comedy,1,2011,6.1
703002,Thriller,1,2011,6.1
3105269,Action,3,2016,5
3105269,Comedy,3,2016,5
252726,Drama,10,2006,7.2
252726,Family,10,2006,7.2
252726,Western,10,2006,7.2
373060,Drama,5,2009,7.3
1007535,Comedy,9,2011,5.7
1007535,Drama,9,2011,5.7
1007535,Romance,9,2011,5.7
418268,Comedy,1,2012,5.3
418268,Romance,1,2012,5.3
200803,Comedy,1,2012,5.3
33631221,Crime,11,2014,6
33631221,Crime,11,2014,6
33631221,Drama,11,2014,6
33631221,Drama,11,2014,6
33631221,Thriller,11,2014,6
33631221,Thriller,11,2014,6
95016,Comedy,9,2004,7.4
95016,Drama,9,2004,7.4
95016,Romance,9,2004,7.4
95016,Sport,9,2004,7.4
73678,Drama,NA,2011,5.9
73678,History,NA,2011,5.9
73678,War,NA,2011,5.9
143000,Horror,9,2010,4.1
143000,Thriller,9,2010,4.1
39852,Comedy,10,1999,6.7
39852,Drama,10,1999,6.7
22000,Drama,3,2011,5.8
22000,Sci-Fi,3,2011,5.8
22000,Thriller,3,2011,5.8
128937,Drama,4,2009,6.2
128937,Horror,4,2009,6.2
128937,Romance,4,2009,6.2
334185206,Adventure,2,2010,6.5
334185206,Adventure,2,2010,6.5
334185206,Family,2,2010,6.5
334185206,Family,2,2010,6.5
334185206,Fantasy,2,2010,6.5
334185206,Fantasy,2,2010,6.5
5005,Drama,9,2009,5.9
201148159,Drama,2,2015,7
201148159,Drama,2,2015,7
201148159,Family,2,2015,7
201148159,Family,2,2015,7
201148159,Fantasy,2,2015,7
201148159,Fantasy,2,2015,7
201148159,Romance,2,2015,7
201148159,Romance,2,2015,7
5595428,Drama,1,1998,8
3123749,Comedy,10,2005,6.5
3123749,Romance,10,2005,6.5
100675,Documentary,4,2010,6.4
3645438,Horror,6,2003,6.8
22201636,Crime,1,2005,7.4
22201636,Drama,1,2005,7.4
22201636,Music,1,2005,7.4
25000000,Comedy,3,1959,8.3
25000000,Music,3,1959,8.3
25000000,Romance,3,1959,8.3
19170001,Horror,5,1988,5.3
22202612,Adventure,8,1939,8.1
22202612,Family,8,1939,8.1
22202612,Fantasy,8,1939,8.1
22202612,Musical,8,1939,8.1
86300000,Comedy,12,1974,8
952620,Horror,9,2007,5.7
9054736,Drama,1,1997,7.1
119500000,Comedy,2,1974,7.8
119500000,Western,2,1974,7.8
32600000,Horror,4,1984,5.9
32600000,Thriller,4,1984,5.9
3826455,Drama,8,2013,7.4
3130592,Drama,9,1987,7.8
3130592,Romance,9,1987,7.8
475000,Comedy,9,2006,6
475000,Sport,9,2006,6
10654581,Drama,8,1999,5.3
10654581,Drama,8,1999,5.3
10654581,Sci-Fi,8,1999,5.3
10654581,Sci-Fi,8,1999,5.3
10654581,Thriller,8,1999,5.3
10654581,Thriller,8,1999,5.3
2276368,Documentary,1,2004,7.9
2276368,History,1,2004,7.9
2276368,Sport,1,2004,7.9
38108,Horror,9,2007,7.2
38108,Mystery,9,2007,7.2
38108,Sci-Fi,9,2007,7.2
38108,Thriller,9,2007,7.2
40041683,Comedy,1,2013,5.1
40041683,Fantasy,1,2013,5.1
33349949,Documentary,7,2012,5.1
33386128,Horror,8,2009,4.9
33386128,Horror,8,2009,4.9
25809813,Comedy,9,1996,6.9
25809813,Drama,9,1996,6.9
25809813,Music,9,1996,6.9
14400000,Horror,10,1982,4.6
14400000,Mystery,10,1982,4.6
14400000,Sci-Fi,10,1982,4.6
32230907,Comedy,6,2013,6.7
32230907,Documentary,6,2013,6.7
6401336,Drama,7,1991,7.1
26781723,Comedy,1,2004,7.6
26781723,Drama,1,2004,7.6
26781723,Romance,1,2004,7.6
5400000,Drama,1,1995,8.1
5400000,Romance,1,1995,8.1
1282084,Drama,9,1999,7
1186323,Comedy,9,2004,7.6
1186323,Drama,9,2004,7.6
1186323,Romance,9,2004,7.6
1094998,Drama,8,2007,6.7
3325638,Comedy,1,2012,7.1
3325638,Crime,1,2012,7.1
3325638,Drama,1,2012,7.1
3325638,Sci-Fi,1,2012,7.1
395592,Drama,2,2003,7.6
395592,Romance,2,2003,7.6
6851969,Comedy,1,2013,7.1
6851969,Drama,1,2013,7.1
6851969,Romance,1,2013,7.1
333658,Comedy,10,1990,7.1
333658,Family,10,1990,7.1
333658,Musical,10,1990,7.1
333658,Romance,10,1990,7.1
333658,Short,10,1990,7.1
12995673,Comedy,8,2008,7.7
12995673,Documentary,8,2008,7.7
12995673,War,8,2008,7.7
173783,Documentary,1,2008,7.6
118666,Drama,4,2006,6.6
114324072,Comedy,6,2004,6.7
114324072,Comedy,6,2004,6.7
114324072,Sport,6,2004,6.7
114324072,Sport,6,2004,6.7
71904,Comedy,12,2006,5.7
71904,Drama,12,2006,5.7
71904,Family,12,2006,5.7
99851,Documentary,1,2010,7.1
115504,Comedy,10,2008,6.2
115504,Drama,10,2008,6.2
115504,Romance,10,2008,6.2
5725,Horror,2,2000,6.1
5725,Thriller,2,2000,6.1
75727,Drama,1,2008,5.9
75727,Romance,1,2008,5.9
75727,Sci-Fi,1,2008,5.9
75727,Thriller,1,2008,5.9
322157,Comedy,9,2010,6.8
322157,Crime,9,2010,6.8
322157,Drama,9,2010,6.8
5731103,Drama,10,1996,6.8
5731103,History,10,1996,6.8
978908,Drama,12,2006,5.1
978908,Horror,12,2006,5.1
978908,Mystery,12,2006,5.1
978908,Thriller,12,2006,5.1
438653,Adventure,9,2006,6.6
438653,Comedy,9,2006,6.6
438653,Sci-Fi,9,2006,6.6
327919,Crime,9,2006,7.7
327919,Drama,9,2006,7.7
178739,Drama,5,2011,3.9
178739,Musical,5,2011,3.9
565592,Comedy,3,1998,6.8
565592,Drama,3,1998,6.8
565592,Family,3,1998,6.8
27012,Drama,4,2010,5.9
76400000,Animation,11,1940,7.8
76400000,Family,11,1940,7.8
76400000,Fantasy,11,1940,7.8
76400000,Music,11,1940,7.8
36200000,Horror,8,1982,5.7
36200000,Thriller,8,1982,5.7
21300000,Horror,3,1985,4.7
21300000,Mystery,3,1985,4.7
21300000,Thriller,3,1985,4.7
379643,Drama,2,2007,5.9
12985267,Drama,3,2015,5.9
23650000,Drama,11,1946,8.1
23650000,Romance,11,1946,8.1
23650000,War,11,1946,8.1
510092,Biography,6,2001,7
510092,Crime,6,2001,7
